PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Virgin Islands,2023,50,X,2.1827,X,X,X,X,X,X,27,4,1237
States,New York City,2023,50,X,9.08063,X,X,X,X,X,X,11400,102,125542
States,Alabama,2023,51,X,9.82844,X,X,X,X,X,X,4669,107,47505
States,Alaska,2023,51,X,2.56538,X,X,X,X,X,X,103,12,4015
States,Arizona,2023,51,X,5.95789,X,X,X,X,X,X,5099,122,85584
States,Arkansas,2023,51,X,4.90936,X,X,X,X,X,X,761,50,15501
States,California,2023,51,X,7.31954,X,X,X,X,X,X,20820,204,284444
States,Colorado,2023,51,X,7.82996,X,X,X,X,X,X,4065,97,51916
States,Connecticut,2023,51,X,3.83017,X,X,X,X,X,X,1733,69,45246
States,Delaware,2023,51,X,2.11206,X,X,X,X,X,X,291,25,13778
States,District of Columbia,2023,51,X,6.97235,X,X,X,X,X,X,517,7,7415
States,Florida,2023,51,X,6.44265,X,X,X,X,X,X,16719,357,259505
States,Georgia,2023,51,X,10.1961,X,X,X,X,X,X,8918,100,87465
States,Hawaii,2023,51,X,3.83369,X,X,X,X,X,X,1183,42,30858
States,Idaho,2023,51,X,4.68823,X,X,X,X,X,X,503,30,10729
States,Illinois,2023,51,X,3.75206,X,X,X,X,X,X,2595,172,69162
States,Indiana,2023,51,X,3.99826,X,X,X,X,X,X,2756,158,68930
States,Iowa,2023,51,X,3.07443,X,X,X,X,X,X,133,16,4326
States,Kansas,2023,51,X,2.74969,X,X,X,X,X,X,495,35,18002
States,Kentucky,2023,51,X,4.92407,X,X,X,X,X,X,1965,88,39906
States,Louisiana,2023,51,X,14.2548,X,X,X,X,X,X,6783,87,47584
States,Maine,2023,51,X,2.94445,X,X,X,X,X,X,423,51,14366
States,Maryland,2023,51,X,5.49031,X,X,X,X,X,X,2749,69,50070
States,Massachusetts,2023,51,X,5.03662,X,X,X,X,X,X,4394,104,87241
States,Michigan,2023,51,X,3.73751,X,X,X,X,X,X,5613,285,150180
States,Minnesota,2023,51,X,1.67901,X,X,X,X,X,X,603,72,35914
States,Mississippi,2023,51,X,9.8091,X,X,X,X,X,X,1634,30,16658
States,Missouri,2023,51,X,2.80247,X,X,X,X,X,X,845,41,30152
States,Montana,2023,51,X,2.43623,X,X,X,X,X,X,170,28,6978
States,Nebraska,2023,51,X,4.5743,X,X,X,X,X,X,793,92,17336
States,Nevada,2023,51,X,5.62379,X,X,X,X,X,X,2793,66,49664
States,New Hampshire,2023,51,X,3.63771,X,X,X,X,X,X,343,22,9429
States,New Jersey,2023,51,X,8.049,X,X,X,X,X,X,2201,30,27345
States,New Mexico,2023,51,X,12.3235,X,X,X,X,X,X,3142,41,25496
States,New York,2023,51,X,3.5352,X,X,X,X,X,X,1910,99,54028
States,North Carolina,2023,51,X,7.88721,X,X,X,X,X,X,8022,141,101709
States,North Dakota,2023,51,X,8.60792,X,X,X,X,X,X,337,12,3915
States,Ohio,2023,51,X,5.24901,X,X,X,X,X,X,1992,74,37950
States,Oklahoma,2023,51,X,2.14716,X,X,X,X,X,X,424,31,19747
States,Oregon,2023,51,X,1.99304,X,X,X,X,X,X,790,86,39638
States,Pennsylvania,2023,51,X,3.32328,X,X,X,X,X,X,2315,100,69660
States,Rhode Island,2023,51,X,3.24503,X,X,X,X,X,X,403,23,12419
States,South Carolina,2023,51,X,16.478,X,X,X,X,X,X,5574,39,33827
States,South Dakota,2023,51,X,2.11434,X,X,X,X,X,X,179,31,8466
States,Tennessee,2023,51,X,11.7386,X,X,X,X,X,X,4307,98,36691
States,Texas,2023,51,X,8.26591,X,X,X,X,X,X,4046,39,48948
States,Utah,2023,51,X,3.82622,X,X,X,X,X,X,827,48,21614
States,Vermont,2023,51,X,1.35135,X,X,X,X,X,X,82,15,6068
States,Virginia,2023,51,X,6.88185,X,X,X,X,X,X,8797,182,127829
States,Washington,2023,51,X,3.621,X,X,X,X,X,X,2627,109,72549
States,West Virginia,2023,51,X,3.20984,X,X,X,X,X,X,441,55,13739
States,Wisconsin,2023,51,X,2.87394,X,X,X,X,X,X,914,65,31803
States,Wyoming,2023,51,X,8.0776,X,X,X,X,X,X,229,15,2835
States,Commonwealth of the Northern Mariana Islands,2023,51,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,51,X,4.14647,X,X,X,X,X,X,77,6,1857
States,Virgin Islands,2023,51,X,2.16718,X,X,X,X,X,X,21,4,969
States,New York City,2023,51,X,10.3764,X,X,X,X,X,X,13184,106,127058
States,Alabama,2023,52,X,10.11,X,X,X,X,X,X,4568,106,45183
States,Alaska,2023,52,X,3.16731,X,X,X,X,X,X,124,12,3915
States,Arizona,2023,52,X,5.9992,X,X,X,X,X,X,4651,122,77527
States,Arkansas,2023,52,X,5.87918,X,X,X,X,X,X,871,46,14815
States,California,2023,52,X,7.77033,X,X,X,X,X,X,18362,204,236309
States,Colorado,2023,52,X,8.42929,X,X,X,X,X,X,3858,97,45769
States,Connecticut,2023,52,X,4.99659,X,X,X,X,X,X,2268,69,45391
States,Delaware,2023,52,X,2.64965,X,X,X,X,X,X,328,24,12379
States,District of Columbia,2023,52,X,7.66083,X,X,X,X,X,X,468,7,6109
States,Florida,2023,52,X,6.88259,X,X,X,X,X,X,18033,357,262009
States,Georgia,2023,52,X,11.0602,X,X,X,X,X,X,9212,102,83290
States,Hawaii,2023,52,X,4.80243,X,X,X,X,X,X,1106,42,23030
States,Idaho,2023,52,X,6.14843,X,X,X,X,X,X,908,30,14768
States,Illinois,2023,52,X,4.16588,X,X,X,X,X,X,3085,175,74054
States,Indiana,2023,52,X,4.66451,X,X,X,X,X,X,2942,159,63072
States,Iowa,2023,52,X,2.98393,X,X,X,X,X,X,78,16,2614
States,Kansas,2023,52,X,3.64194,X,X,X,X,X,X,570,34,15651
States,Kentucky,2023,52,X,5.71065,X,X,X,X,X,X,2246,87,39330
States,Louisiana,2023,52,X,13.5776,X,X,X,X,X,X,6475,87,47689
States,Maine,2023,52,X,3.43784,X,X,X,X,X,X,500,51,14544
States,Maryland,2023,52,X,6.46597,X,X,X,X,X,X,3095,69,47866
States,Massachusetts,2023,52,X,6.44775,X,X,X,X,X,X,5282,104,81920
States,Michigan,2023,52,X,4.87923,X,X,X,X,X,X,6575,284,134755
States,Minnesota,2023,52,X,2.12523,X,X,X,X,X,X,484,70,22774
States,Mississippi,2023,52,X,9.26262,X,X,X,X,X,X,1481,30,15989
States,Missouri,2023,52,X,2.95247,X,X,X,X,X,X,884,41,29941
States,Montana,2023,52,X,4.2673,X,X,X,X,X,X,288,28,6749
States,Nebraska,2023,52,X,5.49694,X,X,X,X,X,X,870,92,15827
States,Nevada,2023,52,X,5.63882,X,X,X,X,X,X,2566,65,45506
States,New Hampshire,2023,52,X,4.14201,X,X,X,X,X,X,378,23,9126
States,New Jersey,2023,52,X,8.82107,X,X,X,X,X,X,2636,32,29883
States,New Mexico,2023,52,X,13.3575,X,X,X,X,X,X,3164,41,23687
States,New York,2023,52,X,4.23452,X,X,X,X,X,X,2226,99,52568
States,North Carolina,2023,52,X,8.65292,X,X,X,X,X,X,9059,138,104693
States,North Dakota,2023,52,X,8.14706,X,X,X,X,X,X,277,12,3400
States,Ohio,2023,52,X,6.74372,X,X,X,X,X,X,2474,73,36686
States,Oklahoma,2023,52,X,2.58616,X,X,X,X,X,X,487,31,18831
States,Oregon,2023,52,X,2.32115,X,X,X,X,X,X,937,84,40368
States,Pennsylvania,2023,52,X,4.15023,X,X,X,X,X,X,2998,100,72237
States,Rhode Island,2023,52,X,3.56128,X,X,X,X,X,X,426,24,11962
States,South Carolina,2023,52,X,19.3284,X,X,X,X,X,X,2308,37,11941
States,South Dakota,2023,52,X,2.89139,X,X,X,X,X,X,193,32,6675
States,Tennessee,2023,52,X,13.4047,X,X,X,X,X,X,4673,99,34861
States,Texas,2023,52,X,7.37873,X,X,X,X,X,X,3307,51,44818
States,Utah,2023,52,X,4.90771,X,X,X,X,X,X,912,42,18583
States,Vermont,2023,52,X,1.97078,X,X,X,X,X,X,116,14,5886
States,Virginia,2023,52,X,7.7495,X,X,X,X,X,X,10048,182,129660
States,Washington,2023,52,X,3.91859,X,X,X,X,X,X,2351,109,59996
States,West Virginia,2023,52,X,4.3295,X,X,X,X,X,X,493,53,11387
States,Wisconsin,2023,52,X,3.38609,X,X,X,X,X,X,1044,66,30832
States,Wyoming,2023,52,X,10.1222,X,X,X,X,X,X,232,17,2292
States,Commonwealth of the Northern Mariana Islands,2023,52,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,52,X,4.84274,X,X,X,X,X,X,97,6,2003
States,Virgin Islands,2023,52,X,4.91991,X,X,X,X,X,X,43,3,874
States,New York City,2023,52,X,11.2517,X,X,X,X,X,X,13742,100,122133
States,Alabama,2024,1,X,8.12453,X,X,X,X,X,X,3557,106,43781
States,Alaska,2024,1,X,2.84715,X,X,X,X,X,X,114,12,4004
States,Arizona,2024,1,X,5.26864,X,X,X,X,X,X,4196,122,79641
States,Arkansas,2024,1,X,4.77648,X,X,X,X,X,X,749,52,15681
States,California,2024,1,X,6.93704,X,X,X,X,X,X,17226,207,248319
States,Colorado,2024,1,X,7.02405,X,X,X,X,X,X,3391,97,48277
States,Connecticut,2024,1,X,3.96393,X,X,X,X,X,X,1776,69,44804
States,Delaware,2024,1,X,2.5457,X,X,X,X,X,X,344,23,13513
States,District of Columbia,2024,1,X,6.23352,X,X,X,X,X,X,402,7,6449
States,Florida,2024,1,X,6.22866,X,X,X,X,X,X,16527,357,265338
States,Georgia,2024,1,X,8.2299,X,X,X,X,X,X,7108,103,86368
States,Hawaii,2024,1,X,3.83252,X,X,X,X,X,X,1049,41,27371
States,Idaho,2024,1,X,4.93176,X,X,X,X,X,X,542,30,10990
States,Illinois,2024,1,X,3.48038,X,X,X,X,X,X,2486,173,71429
States,Indiana,2024,1,X,3.99009,X,X,X,X,X,X,2819,160,70650
States,Iowa,2024,1,X,3.16438,X,X,X,X,X,X,113,16,3571
States,Kansas,2024,1,X,3.07465,X,X,X,X,X,X,542,35,17628
States,Kentucky,2024,1,X,4.65164,X,X,X,X,X,X,1824,89,39212
States,Louisiana,2024,1,X,10.6741,X,X,X,X,X,X,4880,87,45718
States,Maine,2024,1,X,2.97081,X,X,X,X,X,X,460,50,15484
States,Maryland,2024,1,X,4.99581,X,X,X,X,X,X,2387,70,47780
States,Massachusetts,2024,1,X,5.18626,X,X,X,X,X,X,4462,105,86035
States,Michigan,2024,1,X,3.93264,X,X,X,X,X,X,5775,283,146848
States,Minnesota,2024,1,X,1.40092,X,X,X,X,X,X,409,70,29195
States,Mississippi,2024,1,X,7.23418,X,X,X,X,X,X,1092,29,15095
States,Missouri,2024,1,X,2.75245,X,X,X,X,X,X,830,41,30155
States,Montana,2024,1,X,3.88986,X,X,X,X,X,X,267,28,6864
States,Nebraska,2024,1,X,4.9758,X,X,X,X,X,X,802,91,16118
States,Nevada,2024,1,X,4.59321,X,X,X,X,X,X,2151,66,46830
States,New Hampshire,2024,1,X,2.99853,X,X,X,X,X,X,286,23,9538
States,New Jersey,2024,1,X,7.62949,X,X,X,X,X,X,2177,31,28534
States,New Mexico,2024,1,X,11.3855,X,X,X,X,X,X,2752,41,24171
States,New York,2024,1,X,3.52257,X,X,X,X,X,X,1957,99,55556
States,North Carolina,2024,1,X,6.51447,X,X,X,X,X,X,6258,139,96063
States,North Dakota,2024,1,X,7.65656,X,X,X,X,X,X,313,13,4088
States,Ohio,2024,1,X,5.04587,X,X,X,X,X,X,1837,73,36406
States,Oklahoma,2024,1,X,3.64639,X,X,X,X,X,X,787,36,21583
States,Oregon,2024,1,X,2.06663,X,X,X,X,X,X,848,85,41033
States,Pennsylvania,2024,1,X,3.36715,X,X,X,X,X,X,2323,101,68990
States,Rhode Island,2024,1,X,3.09299,X,X,X,X,X,X,314,22,10152
States,South Carolina,2024,1,X,11.8654,X,X,X,X,X,X,3779,39,31849
States,South Dakota,2024,1,X,2.24987,X,X,X,X,X,X,179,32,7956
States,Tennessee,2024,1,X,11.1298,X,X,X,X,X,X,4027,97,36182
States,Texas,2024,1,X,7.33991,X,X,X,X,X,X,3480,52,47412
States,Utah,2024,1,X,3.47445,X,X,X,X,X,X,705,48,20291
States,Vermont,2024,1,X,1.56201,X,X,X,X,X,X,99,15,6338
States,Virginia,2024,1,X,6.01792,X,X,X,X,X,X,7437,182,123581
States,Washington,2024,1,X,3.46002,X,X,X,X,X,X,2407,109,69566
States,West Virginia,2024,1,X,3.67922,X,X,X,X,X,X,473,53,12856
States,Wisconsin,2024,1,X,3.04011,X,X,X,X,X,X,986,66,32433
States,Wyoming,2024,1,X,8.99452,X,X,X,X,X,X,246,18,2735
States,Commonwealth of the Northern Mariana Islands,2024,1,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,1,X,4.01174,X,X,X,X,X,X,82,6,2044
States,Virgin Islands,2024,1,X,2.33871,X,X,X,X,X,X,29,4,1240
States,New York City,2024,1,X,9.60163,X,X,X,X,X,X,11904,103,123979
States,Alabama,2024,2,X,6.12764,X,X,X,X,X,X,2529,108,41272
States,Alaska,2024,2,X,2.53396,X,X,X,X,X,X,97,12,3828
States,Arizona,2024,2,X,4.11553,X,X,X,X,X,X,3303,122,80257
States,Arkansas,2024,2,X,4.27392,X,X,X,X,X,X,611,47,14296
States,California,2024,2,X,5.47579,X,X,X,X,X,X,16071,210,293492
States,Colorado,2024,2,X,5.71065,X,X,X,X,X,X,2872,97,50292
States,Connecticut,2024,2,X,3.3643,X,X,X,X,X,X,1405,69,41762
States,Delaware,2024,2,X,1.71806,X,X,X,X,X,X,234,24,13620
States,District of Columbia,2024,2,X,5.96576,X,X,X,X,X,X,467,7,7828
States,Florida,2024,2,X,5.29359,X,X,X,X,X,X,13981,357,264112
States,Georgia,2024,2,X,7.01283,X,X,X,X,X,X,5166,103,73665
States,Hawaii,2024,2,X,3.40208,X,X,X,X,X,X,1252,40,36801
States,Idaho,2024,2,X,3.87046,X,X,X,X,X,X,392,30,10128
States,Illinois,2024,2,X,2.60482,X,X,X,X,X,X,1778,177,68258
States,Indiana,2024,2,X,3.3386,X,X,X,X,X,X,2408,158,72126
States,Iowa,2024,2,X,2.64834,X,X,X,X,X,X,79,15,2983
States,Kansas,2024,2,X,2.36502,X,X,X,X,X,X,403,34,17040
States,Kentucky,2024,2,X,4.27783,X,X,X,X,X,X,1690,89,39506
States,Louisiana,2024,2,X,7.8379,X,X,X,X,X,X,3375,87,43060
States,Maine,2024,2,X,2.62324,X,X,X,X,X,X,381,51,14524
States,Maryland,2024,2,X,4.15447,X,X,X,X,X,X,1973,68,47491
States,Massachusetts,2024,2,X,4.46419,X,X,X,X,X,X,3848,105,86197
States,Michigan,2024,2,X,3.19877,X,X,X,X,X,X,4454,286,139241
States,Minnesota,2024,2,X,1.70053,X,X,X,X,X,X,621,72,36518
States,Mississippi,2024,2,X,5.80623,X,X,X,X,X,X,857,31,14760
States,Missouri,2024,2,X,2.58479,X,X,X,X,X,X,692,41,26772
States,Montana,2024,2,X,3.00683,X,X,X,X,X,X,198,28,6585
States,Nebraska,2024,2,X,4.45973,X,X,X,X,X,X,603,91,13521
States,Nevada,2024,2,X,3.73553,X,X,X,X,X,X,1752,66,46901
States,New Hampshire,2024,2,X,3.08022,X,X,X,X,X,X,273,23,8863
States,New Jersey,2024,2,X,6.49241,X,X,X,X,X,X,1843,32,28387
States,New Mexico,2024,2,X,8.28608,X,X,X,X,X,X,1958,42,23630
States,New York,2024,2,X,2.54504,X,X,X,X,X,X,1308,98,51394
States,North Carolina,2024,2,X,4.45963,X,X,X,X,X,X,3994,141,89559
States,North Dakota,2024,2,X,6.95383,X,X,X,X,X,X,247,13,3552
States,Ohio,2024,2,X,4.38198,X,X,X,X,X,X,1629,76,37175
States,Oklahoma,2024,2,X,2.39081,X,X,X,X,X,X,335,30,14012
States,Oregon,2024,2,X,1.80022,X,X,X,X,X,X,676,86,37551
States,Pennsylvania,2024,2,X,2.71956,X,X,X,X,X,X,1810,100,66555
States,Rhode Island,2024,2,X,2.59306,X,X,X,X,X,X,287,23,11068
States,South Carolina,2024,2,X,8.26583,X,X,X,X,X,X,2449,38,29628
States,South Dakota,2024,2,X,1.45042,X,X,X,X,X,X,110,32,7584
States,Tennessee,2024,2,X,9.4044,X,X,X,X,X,X,3319,98,35292
States,Texas,2024,2,X,5.74415,X,X,X,X,X,X,2885,52,50225
States,Utah,2024,2,X,2.78926,X,X,X,X,X,X,560,48,20077
States,Vermont,2024,2,X,1.63062,X,X,X,X,X,X,98,15,6010
States,Virginia,2024,2,X,5.0011,X,X,X,X,X,X,5897,182,117914
States,Washington,2024,2,X,2.64208,X,X,X,X,X,X,1894,109,71686
States,West Virginia,2024,2,X,3.32819,X,X,X,X,X,X,496,48,14903
States,Wisconsin,2024,2,X,2.90181,X,X,X,X,X,X,774,61,26673
States,Wyoming,2024,2,X,8.66995,X,X,X,X,X,X,264,16,3045
States,Commonwealth of the Northern Mariana Islands,2024,2,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,2,X,5.50239,X,X,X,X,X,X,115,6,2090
States,Virgin Islands,2024,2,X,3.67816,X,X,X,X,X,X,48,4,1305
States,New York City,2024,2,X,9.26784,X,X,X,X,X,X,11700,106,126243
States,Alabama,2024,3,X,5.30737,X,X,X,X,X,X,1908,101,35950
States,Alaska,2024,3,X,2.79241,X,X,X,X,X,X,106,12,3796
States,Arizona,2024,3,X,4.08778,X,X,X,X,X,X,3202,122,78331
States,Arkansas,2024,3,X,5.24265,X,X,X,X,X,X,619,50,11807
States,California,2024,3,X,5.05494,X,X,X,X,X,X,13641,209,269855
States,Colorado,2024,3,X,5.19406,X,X,X,X,X,X,2350,97,45244
States,Connecticut,2024,3,X,3.22261,X,X,X,X,X,X,1270,69,39409
States,Delaware,2024,3,X,1.49935,X,X,X,X,X,X,184,25,12272
States,District of Columbia,2024,3,X,4.91564,X,X,X,X,X,X,303,7,6164
States,Florida,2024,3,X,4.88784,X,X,X,X,X,X,12420,357,254100
States,Georgia,2024,3,X,6.2818,X,X,X,X,X,X,5050,102,80391
States,Hawaii,2024,3,X,3.74229,X,X,X,X,X,X,1117,41,29848
States,Idaho,2024,3,X,3.09829,X,X,X,X,X,X,290,30,9360
States,Illinois,2024,3,X,2.30225,X,X,X,X,X,X,1347,177,58508
States,Indiana,2024,3,X,3.17368,X,X,X,X,X,X,2025,160,63806
States,Iowa,2024,3,X,1.90414,X,X,X,X,X,X,87,16,4569
States,Kansas,2024,3,X,1.98487,X,X,X,X,X,X,341,36,17180
States,Kentucky,2024,3,X,4.00933,X,X,X,X,X,X,1272,88,31726
States,Louisiana,2024,3,X,6.18375,X,X,X,X,X,X,2351,87,38019
States,Maine,2024,3,X,2.83747,X,X,X,X,X,X,412,52,14520
States,Maryland,2024,3,X,3.55508,X,X,X,X,X,X,1460,69,41068
States,Massachusetts,2024,3,X,3.8875,X,X,X,X,X,X,3132,105,80566
States,Michigan,2024,3,X,2.95236,X,X,X,X,X,X,3750,287,127017
States,Minnesota,2024,3,X,1.77583,X,X,X,X,X,X,619,71,34857
States,Mississippi,2024,3,X,5.13333,X,X,X,X,X,X,668,31,13013
States,Missouri,2024,3,X,2.17665,X,X,X,X,X,X,535,41,24579
States,Montana,2024,3,X,2.90866,X,X,X,X,X,X,171,28,5879
States,Nebraska,2024,3,X,3.79889,X,X,X,X,X,X,507,91,13346
States,Nevada,2024,3,X,3.66914,X,X,X,X,X,X,1675,66,45651
States,New Hampshire,2024,3,X,2.96395,X,X,X,X,X,X,245,23,8266
States,New Jersey,2024,3,X,5.56383,X,X,X,X,X,X,1495,33,26870
States,New Mexico,2024,3,X,7.541,X,X,X,X,X,X,1729,41,22928
States,New York,2024,3,X,2.24634,X,X,X,X,X,X,1072,98,47722
States,North Carolina,2024,3,X,3.72699,X,X,X,X,X,X,3165,140,84921
States,North Dakota,2024,3,X,6.66479,X,X,X,X,X,X,237,14,3556
States,Ohio,2024,3,X,4.52824,X,X,X,X,X,X,1495,76,33015
States,Oklahoma,2024,3,X,2.14355,X,X,X,X,X,X,399,35,18614
States,Oregon,2024,3,X,1.54337,X,X,X,X,X,X,552,83,35766
States,Pennsylvania,2024,3,X,2.24542,X,X,X,X,X,X,1370,102,61013
States,Rhode Island,2024,3,X,2.37274,X,X,X,X,X,X,275,24,11590
States,South Carolina,2024,3,X,6.88498,X,X,X,X,X,X,2010,38,29194
States,South Dakota,2024,3,X,0.931867,X,X,X,X,X,X,61,30,6546
States,Tennessee,2024,3,X,7.75031,X,X,X,X,X,X,1953,98,25199
States,Texas,2024,3,X,6.45288,X,X,X,X,X,X,2948,53,45685
States,Utah,2024,3,X,2.80615,X,X,X,X,X,X,522,48,18602
States,Vermont,2024,3,X,1.30976,X,X,X,X,X,X,80,14,6108
States,Virginia,2024,3,X,4.60765,X,X,X,X,X,X,4819,182,104587
States,Washington,2024,3,X,2.73445,X,X,X,X,X,X,1762,109,64437
States,West Virginia,2024,3,X,3.90515,X,X,X,X,X,X,415,56,10627
States,Wisconsin,2024,3,X,2.17486,X,X,X,X,X,X,549,61,25243
States,Wyoming,2024,3,X,5.67325,X,X,X,X,X,X,158,17,2785
States,Commonwealth of the Northern Mariana Islands,2024,3,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,3,X,5.19818,X,X,X,X,X,X,80,5,1539
States,Virgin Islands,2024,3,X,5.01122,X,X,X,X,X,X,67,4,1337
States,New York City,2024,3,X,8.70912,X,X,X,X,X,X,9840,104,112985
States,Alabama,2024,4,X,4.68665,X,X,X,X,X,X,1987,107,42397
States,Alaska,2024,4,X,2.31228,X,X,X,X,X,X,97,12,4195
States,Arizona,2024,4,X,3.78679,X,X,X,X,X,X,3079,122,81309
States,Arkansas,2024,4,X,5.10915,X,X,X,X,X,X,763,49,14934
States,California,2024,4,X,4.36541,X,X,X,X,X,X,12834,211,293993
States,Colorado,2024,4,X,5.14802,X,X,X,X,X,X,2704,97,52525
States,Connecticut,2024,4,X,3.07689,X,X,X,X,X,X,1281,69,41633
States,Delaware,2024,4,X,1.36465,X,X,X,X,X,X,183,24,13410
States,District of Columbia,2024,4,X,6.54229,X,X,X,X,X,X,512,7,7826
States,Florida,2024,4,X,4.94473,X,X,X,X,X,X,13012,357,263149
States,Georgia,2024,4,X,6.74959,X,X,X,X,X,X,6023,103,89235
States,Hawaii,2024,4,X,3.22479,X,X,X,X,X,X,1129,37,35010
States,Idaho,2024,4,X,2.61438,X,X,X,X,X,X,268,30,10251
States,Illinois,2024,4,X,2.01561,X,X,X,X,X,X,1384,177,68664
States,Indiana,2024,4,X,3.33754,X,X,X,X,X,X,2380,161,71310
States,Iowa,2024,4,X,2.57762,X,X,X,X,X,X,132,16,5121
States,Kansas,2024,4,X,2.31957,X,X,X,X,X,X,431,35,18581
States,Kentucky,2024,4,X,3.76211,X,X,X,X,X,X,1460,89,38808
States,Louisiana,2024,4,X,5.6964,X,X,X,X,X,X,2393,87,42009
States,Maine,2024,4,X,2.50549,X,X,X,X,X,X,365,52,14568
States,Maryland,2024,4,X,3.09664,X,X,X,X,X,X,1467,70,47374
States,Massachusetts,2024,4,X,3.75542,X,X,X,X,X,X,1767,105,47052
States,Michigan,2024,4,X,3.31342,X,X,X,X,X,X,4537,287,136928
States,Minnesota,2024,4,X,2.31408,X,X,X,X,X,X,833,71,35997
States,Mississippi,2024,4,X,5.0339,X,X,X,X,X,X,646,32,12833
States,Missouri,2024,4,X,1.97153,X,X,X,X,X,X,554,41,28100
States,Montana,2024,4,X,2.3915,X,X,X,X,X,X,162,28,6774
States,Nebraska,2024,4,X,3.8916,X,X,X,X,X,X,639,91,16420
States,Nevada,2024,4,X,3.31756,X,X,X,X,X,X,1577,66,47535
States,New Hampshire,2024,4,X,2.5416,X,X,X,X,X,X,223,23,8774
States,New Jersey,2024,4,X,5.18811,X,X,X,X,X,X,1510,33,29105
States,New Mexico,2024,4,X,8.24772,X,X,X,X,X,X,2007,43,24334
States,New York,2024,4,X,1.68956,X,X,X,X,X,X,1129,99,66822
States,North Carolina,2024,4,X,3.80862,X,X,X,X,X,X,3462,141,90899
States,North Dakota,2024,4,X,6.2069,X,X,X,X,X,X,225,13,3625
States,Ohio,2024,4,X,4.67715,X,X,X,X,X,X,1737,75,37138
States,Oklahoma,2024,4,X,3.78014,X,X,X,X,X,X,914,45,24179
States,Oregon,2024,4,X,1.38078,X,X,X,X,X,X,546,84,39543
States,Pennsylvania,2024,4,X,2.10932,X,X,X,X,X,X,1427,102,67652
States,Rhode Island,2024,4,X,2.61427,X,X,X,X,X,X,322,24,12317
States,South Carolina,2024,4,X,7.1724,X,X,X,X,X,X,2202,39,30701
States,South Dakota,2024,4,X,1.50831,X,X,X,X,X,X,127,32,8420
States,Tennessee,2024,4,X,5.37508,X,X,X,X,X,X,1696,98,31553
States,Texas,2024,4,X,7.41785,X,X,X,X,X,X,4050,53,54598
States,Utah,2024,4,X,2.45185,X,X,X,X,X,X,485,48,19781
States,Vermont,2024,4,X,1.16005,X,X,X,X,X,X,64,14,5517
States,Virginia,2024,4,X,4.53945,X,X,X,X,X,X,5151,182,113472
States,Washington,2024,4,X,2.59007,X,X,X,X,X,X,1944,109,75056
States,West Virginia,2024,4,X,3.46528,X,X,X,X,X,X,506,55,14602
States,Wisconsin,2024,4,X,2.02225,X,X,X,X,X,X,558,61,27593
States,Wyoming,2024,4,X,8.61259,X,X,X,X,X,X,275,18,3193
States,Commonwealth of the Northern Mariana Islands,2024,4,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,4,X,3.58224,X,X,X,X,X,X,71,7,1982
States,Virgin Islands,2024,4,X,1.06007,X,X,X,X,X,X,9,3,849
States,New York City,2024,4,X,8.67844,X,X,X,X,X,X,10325,105,118973
States,Alabama,2024,5,X,4.41066,X,X,X,X,X,X,1880,108,42624
States,Alaska,2024,5,X,3.8829,X,X,X,X,X,X,126,12,3245
States,Arizona,2024,5,X,3.42275,X,X,X,X,X,X,2774,122,81046
States,Arkansas,2024,5,X,6.05825,X,X,X,X,X,X,934,49,15417
States,California,2024,5,X,4.24409,X,X,X,X,X,X,12309,210,290027
States,Colorado,2024,5,X,5.05197,X,X,X,X,X,X,2649,97,52435
States,Connecticut,2024,5,X,3.04252,X,X,X,X,X,X,1290,69,42399
States,Delaware,2024,5,X,1.33096,X,X,X,X,X,X,187,25,14050
States,District of Columbia,2024,5,X,6.98141,X,X,X,X,X,X,522,7,7477
States,Florida,2024,5,X,4.96202,X,X,X,X,X,X,12981,357,261607
States,Georgia,2024,5,X,6.28252,X,X,X,X,X,X,5446,100,86685
States,Hawaii,2024,5,X,3.31782,X,X,X,X,X,X,1198,40,36108
States,Idaho,2024,5,X,3.29974,X,X,X,X,X,X,334,30,10122
States,Illinois,2024,5,X,2.30418,X,X,X,X,X,X,1665,177,72260
States,Indiana,2024,5,X,3.68688,X,X,X,X,X,X,2695,156,73097
States,Iowa,2024,5,X,3.74716,X,X,X,X,X,X,198,16,5284
States,Kansas,2024,5,X,2.98855,X,X,X,X,X,X,603,36,20177
States,Kentucky,2024,5,X,3.75581,X,X,X,X,X,X,1431,86,38101
States,Louisiana,2024,5,X,5.1971,X,X,X,X,X,X,2203,87,42389
States,Maine,2024,5,X,2.75175,X,X,X,X,X,X,420,52,15263
States,Maryland,2024,5,X,3.10988,X,X,X,X,X,X,1440,68,46304
